Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      10/73          void std::_Destroy<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >&) [340]
                0.00    0.00      10/59          std::_Vector_base<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_deallocate(std::__cxx11::sub_match<__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long) [431]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_eliminate_dummy() [1020]
[996]    0.0    0.00    0.00      14         std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::end() [996]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > >::__normal_iterator(std::__detail::_State<std::__cxx11::regex_traits<char> >* const&) [662]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_eliminate_dummy() [1020]
[997]    0.0    0.00    0.00      14         std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::begin() [997]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > >::__normal_iterator(std::__detail::_State<std::__cxx11::regex_traits<char> >* const&) [662]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_NFA(std::locale const&, std::regex_constants::syntax_option_type) [1021]
[998]    0.0    0.00    0.00      14         std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::vector() [998]
                0.00    0.00      14/14          std::_Vector_base<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::_Vector_base() [947]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::~_NFA() [1022]
[999]    0.0    0.00    0.00      14         std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::~vector() [999]
                0.00    0.00      14/144         std::_Vector_base<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::_M_get_Tp_allocator() [215]
                0.00    0.00      14/79          void std::_Destroy<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::__detail::_State<std::__cxx11::regex_traits<char> > >(std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > >&) [320]
                0.00    0.00      14/14          std::_Vector_base<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::~_Vector_base() [948]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(bool, std::__cxx11::regex_traits<char> const&) [1018]
[1000]   0.0    0.00    0.00      14         std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::vector() [1000]
                0.00    0.00      14/14          std::_Vector_base<std::pair<char, char>, std::allocator<std::pair<char, char> > >::_Vector_base() [950]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [1017]
[1001]   0.0    0.00    0.00      14         std::vector<char, std::allocator<char> >::erase(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [1001]
                0.00    0.00      28/3612        __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char const*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > > const&) [47]
                0.00    0.00      28/47          __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::operator+(long) const [487]
                0.00    0.00      14/42          std::vector<char, std::allocator<char> >::begin() [517]
                0.00    0.00      14/14          std::vector<char, std::allocator<char> >::cbegin() const [918]
                0.00    0.00      14/14          std::vector<char, std::allocator<char> >::_M_erase(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [1002]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<char, std::allocator<char> >::erase(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [1001]
[1002]   0.0    0.00    0.00      14         std::vector<char, std::allocator<char> >::_M_erase(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [1002]
                0.00    0.00      14/102         bool __gnu_cxx::operator!=<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [260]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(bool, std::__cxx11::regex_traits<char> const&) [1018]
[1003]   0.0    0.00    0.00      14         std::vector<char, std::allocator<char> >::vector() [1003]
                0.00    0.00      14/14          std::_Vector_base<char, std::allocator<char> >::_Vector_base() [952]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA_base::_NFA_base(std::regex_constants::syntax_option_type) [1029]
[1004]   0.0    0.00    0.00      14         std::vector<unsigned long, std::allocator<unsigned long> >::vector() [1004]
                0.00    0.00      14/14          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base() [955]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA_base::~_NFA_base() [1030]
[1005]   0.0    0.00    0.00      14         std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [1005]
                0.00    0.00      14/48          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [486]
                0.00    0.00      14/31          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [593]
                0.00    0.00      14/14          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [956]
-----------------------------------------------
                0.00    0.00       2/14          tokenizingexpression(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<CMatrix, std::allocator<CMatrix> >, std::vector<AssociativeNumber, std::allocator<AssociativeNumber> >) [1305]
                0.00    0.00       3/14          replaceTriagomtric(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1263]
                0.00    0.00       9/14          tokenizingMatrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<CMatrix, std::allocator<CMatrix> >, std::vector<AssociativeNumber, std::allocator<AssociativeNumber> >) [1367]
[1006]   0.0    0.00    0.00      14         std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex(char const*, std::regex_constants::syntax_option_type) [1006]
                0.00    0.00      14/14          std::char_traits<char>::length(char const*) [941]
                0.00    0.00      14/14          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::regex_constants::syntax_option_type) [1008]
-----------------------------------------------
                0.00    0.00      14/14          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::regex_constants::syntax_option_type) [1008]
[1007]   0.0    0.00    0.00      14         std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::locale, std::regex_constants::syntax_option_type) [1007]
                0.00    0.00      28/56          std::remove_reference<char const*&>::type&& std::move<char const*&>(char const*&) [465]
                0.00    0.00      14/56          std::remove_reference<std::locale&>::type&& std::move<std::locale&>(std::locale&) [470]
                0.00    0.00      14/14          std::enable_if<std::__detail::__is_contiguous_normal_iter<char const*>::value, std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const> >::type std::__detail::__compile_nfa<char const*, std::__cxx11::regex_traits<char> >(char const*, char const*, std::__cxx11::regex_traits<char>::locale_type const&, std::regex_constants::syntax_option_type) [1015]
-----------------------------------------------
                0.00    0.00      14/14          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex(char const*, std::regex_constants::syntax_option_type) [1006]
[1008]   0.0    0.00    0.00      14         std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::regex_constants::syntax_option_type) [1008]
                0.00    0.00      28/56          std::remove_reference<char const*&>::type&& std::move<char const*&>(char const*&) [465]
                0.00    0.00      14/14          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::locale, std::regex_constants::syntax_option_type) [1007]
-----------------------------------------------
                0.00    0.00       2/14          tokenizingexpression(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<CMatrix, std::allocator<CMatrix> >, std::vector<AssociativeNumber, std::allocator<AssociativeNumber> >) [1305]
                0.00    0.00       3/14          replaceTriagomtric(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1263]
                0.00    0.00       9/14          tokenizingMatrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<CMatrix, std::allocator<CMatrix> >, std::vector<AssociativeNumber, std::allocator<AssociativeNumber> >) [1367]
[1009]   0.0    0.00    0.00      14         std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::~basic_regex() [1009]
                0.00    0.00      14/14          std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const>::~shared_ptr() [931]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(bool, std::__cxx11::regex_traits<char> const&) [1018]
[1010]   0.0    0.00    0.00      14         std::__cxx11::regex_traits<char>::_RegexMask::_RegexMask(unsigned short, unsigned char) [1010]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_NFA(std::locale const&, std::regex_constants::syntax_option_type) [1021]
[1011]   0.0    0.00    0.00      14         std::__cxx11::regex_traits<char>::imbue(std::locale) [1011]
                0.00    0.00      14/14          void std::swap<std::locale>(std::locale&, std::locale&) [1048]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_NFA(std::locale const&, std::regex_constants::syntax_option_type) [1021]
[1012]   0.0    0.00    0.00      14         std::__cxx11::regex_traits<char>::regex_traits() [1012]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::~_NFA() [1022]
[1013]   0.0    0.00    0.00      14         std::__cxx11::regex_traits<char>::~regex_traits() [1013]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Scanner<char>::_Scanner(char const*, char const*, std::regex_constants::syntax_option_type, std::locale) [1023]
[1014]   0.0    0.00    0.00      14         std::__detail::_ScannerBase::_ScannerBase(std::regex_constants::syntax_option_type) [1014]
                0.00    0.00      28/59          std::__detail::_ScannerBase::_M_is_ecma() const [430]
-----------------------------------------------
                0.00    0.00      14/14          std::__cxx11::basic_regex<char, std::__cxx11::regex_traits<char> >::basic_regex<char const*>(char const*, char const*, std::locale, std::regex_constants::syntax_option_type) [1007]
[1015]   0.0    0.00    0.00      14         std::enable_if<std::__detail::__is_contiguous_normal_iter<char const*>::value, std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const> >::type std::__detail::__compile_nfa<char const*, std::__cxx11::regex_traits<char> >(char const*, char const*, std::__cxx11::regex_traits<char>::locale_type const&, std::regex_constants::syntax_option_type) [1015]
                0.00    0.00      14/14          char const* std::__addressof<char const>(char const&) [1032]
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [1027]
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_get_nfa() [1025]
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::~_Compiler() [1028]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [1017]
[1016]   0.0    0.00    0.00      14         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [1016]
                0.00    0.00    3598/3598        std::bitset<256ul>::size() const [58]
                0.00    0.00    3584/3584        std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_apply(char, std::integral_constant<bool, false>) const [61]
                0.00    0.00    3584/3584        std::bitset<256ul>::operator[](unsigned long) [66]
                0.00    0.00    3584/3584        std::bitset<256ul>::reference::operator=(bool) [65]
                0.00    0.00    3584/3584        std::bitset<256ul>::reference::~reference() [64]
-----------------------------------------------
                0.00    0.00      14/14          void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) [1026]
[1017]   0.0    0.00    0.00      14         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [1017]
                0.00    0.00      42/42          std::vector<char, std::allocator<char> >::end() [516]
                0.00    0.00      28/42          std::vector<char, std::allocator<char> >::begin() [517]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >::__normal_iterator<char*>(__gnu_cxx::__normal_iterator<char*, __gnu_cxx::__enable_if<std::__are_same<char*, char*>::__value, std::vector<char, std::allocator<char> > >::__type> const&) [661]
                0.00    0.00      14/14          void std::sort<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [1046]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > std::unique<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >) [1050]
                0.00    0.00      14/14          std::vector<char, std::allocator<char> >::erase(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >) [1001]
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_make_cache(std::integral_constant<bool, true>) [1016]
-----------------------------------------------
                0.00    0.00      14/14          void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) [1026]
[1018]   0.0    0.00    0.00      14         std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(bool, std::__cxx11::regex_traits<char> const&) [1018]
                0.00    0.00      14/14          std::vector<char, std::allocator<char> >::vector() [1003]
                0.00    0.00      14/16          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector() [847]
                0.00    0.00      14/14          std::vector<std::pair<char, char>, std::allocator<std::pair<char, char> > >::vector() [1000]
                0.00    0.00      14/14          std::vector<std::__cxx11::regex_traits<char>::_RegexMask, std::allocator<std::__cxx11::regex_traits<char>::_RegexMask> >::vector() [993]
                0.00    0.00      14/14          std::__cxx11::regex_traits<char>::_RegexMask::_RegexMask(unsigned short, unsigned char) [1010]
                0.00    0.00      14/59          std::__detail::_RegexTranslator<std::__cxx11::regex_traits<char>, false, false>::_RegexTranslator(std::__cxx11::regex_traits<char> const&) [432]
                0.00    0.00      14/14          std::bitset<256ul>::bitset() [992]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [1027]
[1019]   0.0    0.00    0.00      14         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_accept() [1019]
                0.00    0.00      14/195         std::__detail::_State<std::__cxx11::regex_traits<char> >::_State(std::__detail::_Opcode) [188]
                0.00    0.00      14/225         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_state(std::__detail::_State<std::__cxx11::regex_traits<char> >) [177]
                0.00    0.00      14/886         std::__detail::_State<std::__cxx11::regex_traits<char> >::~_State() [120]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [1027]
[1020]   0.0    0.00    0.00      14         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_eliminate_dummy() [1020]
                0.00    0.00     499/772         std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::operator[](unsigned long) [122]
                0.00    0.00     239/239         bool __gnu_cxx::operator!=<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > >(__gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > > const&) [163]
                0.00    0.00     225/225         __gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > >::operator*() const [173]
                0.00    0.00     225/225         __gnu_cxx::__normal_iterator<std::__detail::_State<std::__cxx11::regex_traits<char> >*, std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > > >::operator++() [172]
                0.00    0.00      14/14          std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::begin() [997]
                0.00    0.00      14/14          std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::end() [996]
-----------------------------------------------
                0.00    0.00      14/14          void __gnu_cxx::new_allocator<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >::construct<std::__detail::_NFA<std::__cxx11::regex_traits<char> >, std::locale const&, std::regex_constants::syntax_option_type&>(std::__detail::_NFA<std::__cxx11::regex_traits<char> >*, std::locale const&, std::regex_constants::syntax_option_type&) [898]
[1021]   0.0    0.00    0.00      14         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_NFA(std::locale const&, std::regex_constants::syntax_option_type) [1021]
                0.00    0.00      14/14          std::__detail::_NFA_base::_NFA_base(std::regex_constants::syntax_option_type) [1029]
                0.00    0.00      14/14          std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::vector() [998]
                0.00    0.00      14/14          std::__cxx11::regex_traits<char>::regex_traits() [1012]
                0.00    0.00      14/14          std::__cxx11::regex_traits<char>::imbue(std::locale) [1011]
-----------------------------------------------
                0.00    0.00      14/14          void __gnu_cxx::new_allocator<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >::destroy<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >(std::__detail::_NFA<std::__cxx11::regex_traits<char> >*) [897]
[1022]   0.0    0.00    0.00      14         std::__detail::_NFA<std::__cxx11::regex_traits<char> >::~_NFA() [1022]
                0.00    0.00      14/14          std::__cxx11::regex_traits<char>::~regex_traits() [1013]
                0.00    0.00      14/14          std::__detail::_NFA_base::~_NFA_base() [1030]
                0.00    0.00      14/14          std::vector<std::__detail::_State<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_State<std::__cxx11::regex_traits<char> > > >::~vector() [999]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [1027]
[1023]   0.0    0.00    0.00      14         std::__detail::_Scanner<char>::_Scanner(char const*, char const*, std::regex_constants::syntax_option_type, std::locale) [1023]
                0.00    0.00      14/14          std::__detail::_ScannerBase::_ScannerBase(std::regex_constants::syntax_option_type) [1014]
                0.00    0.00      14/14          std::ctype<char> const& std::use_facet<std::ctype<char> const>(std::locale const&) [1053]
                0.00    0.00      14/59          std::__detail::_ScannerBase::_M_is_ecma() const [430]
                0.00    0.00      14/203         std::__detail::_Scanner<char>::_M_advance() [180]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::~_Compiler() [1028]
[1024]   0.0    0.00    0.00      14         std::__detail::_Scanner<char>::~_Scanner() [1024]
-----------------------------------------------
                0.00    0.00      14/14          std::enable_if<std::__detail::__is_contiguous_normal_iter<char const*>::value, std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const> >::type std::__detail::__compile_nfa<char const*, std::__cxx11::regex_traits<char> >(char const*, char const*, std::__cxx11::regex_traits<char>::locale_type const&, std::regex_constants::syntax_option_type) [1015]
[1025]   0.0    0.00    0.00      14         std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_get_nfa() [1025]
                0.00    0.00      14/28          std::remove_reference<std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >&>::type&& std::move<std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >&>(std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >&) [711]
                0.00    0.00      14/14          std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const>::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> >, void>(std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > >&&) [930]
-----------------------------------------------
                0.00    0.00      14/14          std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_bracket_expression() [524]
[1026]   0.0    0.00    0.00      14         void std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_insert_bracket_matcher<false, false>(bool) [1026]
                0.00    0.00      63/63          bool std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_M_expression_term<false, false>(std::pair<bool, char>&, std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&) [415]
                0.00    0.00      28/64          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::~_BracketMatcher() [412]
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(bool, std::__cxx11::regex_traits<char> const&) [1018]
                0.00    0.00      14/357         std::regex_constants::operator&(std::regex_constants::syntax_option_type, std::regex_constants::syntax_option_type) [141]
                0.00    0.00      14/14          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_M_ready() [1017]
                0.00    0.00      14/56          std::remove_reference<std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&>::type&& std::move<std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&>(std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&) [464]
                0.00    0.00      14/28          std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>::_BracketMatcher(std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>&&) [709]
                0.00    0.00      14/14          std::function<bool (char)>::function<std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>, void, void>(std::__detail::_BracketMatcher<std::__cxx11::regex_traits<char>, false, false>) [1031]
                0.00    0.00      14/237         std::__shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> >, (__gnu_cxx::_Lock_policy)2>::operator->() const [164]
                0.00    0.00      14/59          std::__detail::_NFA<std::__cxx11::regex_traits<char> >::_M_insert_matcher(std::function<bool (char)>) [433]
                0.00    0.00      14/168         std::__shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> >, (__gnu_cxx::_Lock_policy)2>::operator*() const [205]
                0.00    0.00      14/105         std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >::_StateSeq(std::__detail::_NFA<std::__cxx11::regex_traits<char> >&, long) [259]
                0.00    0.00      14/94          std::stack<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >, std::deque<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >, std::allocator<std::__detail::_StateSeq<std::__cxx11::regex_traits<char> > > > >::push(std::__detail::_StateSeq<std::__cxx11::regex_traits<char> >&&) [267]
                0.00    0.00      14/1004        std::function<bool (char)>::~function() [119]
-----------------------------------------------
                0.00    0.00      14/14          std::enable_if<std::__detail::__is_contiguous_normal_iter<char const*>::value, std::shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> > const> >::type std::__detail::__compile_nfa<char const*, std::__cxx11::regex_traits<char> >(char const*, char const*, std::__cxx11::regex_traits<char>::locale_type const&, std::regex_constants::syntax_option_type) [1015]
[1027]   0.0    0.00    0.00      14         std::__detail::_Compiler<std::__cxx11::regex_traits<char> >::_Compiler(char const*, char const*, std::locale const&, std::regex_constants::syntax_option_type) [1027]
                0.00    0.00      84/237         std::__shared_ptr<std::__detail::_NFA<std::__cxx11::regex_traits<char> >, (__gnu_cxx::_Lock_policy)2>::operator->() const [164]
